who_am_i,Cluster
i am smart,4
i sometimes like math.,0
i sometimes like math.,0
i'm a youtuber @[username],4
i'm a youtuber @[username],4
im the youngest child,4
i like cod,3
i am student.,2
add nme on fortnite [username],4
add nme on fortnite [username],4
i like games,0
i like games,0
i am funny,4
l like to do cartwheels sometimes,3
l like to do cartwheels sometimes,3
i am someone who loves lip gloss,4
i am someone who loves lip gloss,4
i like to eat,0
i like playing with my brothers hair,0
i like playing with my brothers hair,0
i like my phone,0
i like my phone,0
i am in 6th grade,4
i am in 6th grade,4
i like the beach,0
i am a person that likes to eat,1
i am a person that likes to eat,1
a speedstar,4
i am cool,4
i'm haitian,4
i like to play games.,0
i like to play games.,0
im 5'1 in a half,4
i love staying up late,0
i am short,4
my favorite candy is reese's,4
i like to go to theme parks in summer,0
i like to go to theme parks in summer,0
a sixth grader,4
a sixth grader,4
a sixth grader,4
my hair is dyed to be pink but now is blonde.,4
i love the color pink,0
i am a middle child,4
i am a middle child,4
im a 6th grade student,2
im a 6th grade student,2
i love basketballl,0
i love basketballl,0
i like to get straight to the point in things.,0
i like to get straight to the point in things.,0
i like games,0
i like games,0
i play basketball,4
i have 3 cats and a chinchilla,4
i am a girl who has a cat,4
i am a girl who has a cat,4
i love soccer tennis.,0
i love soccer tennis.,0
im from dorchester,4
i play video games,0
i am a person who likes to play soccer.,1
i am a person who likes to play soccer.,1
i am a person who likes to play soccer.,1
i used to play soccer,4
i am an all honors student =),2
i am an all honors student =),2
love my dad,0
love my dad,0
i like to stay at home,0
i like to stay at home,0
i am soccer players,4
i like having my hair done,0
i like having my hair done,0
i played soccer/ cross-country,4
i'm a girl how loves jewlery,4
i'm a girl how loves jewlery,4
i'm a girl how loves jewlery,4
i am allergic to everything.,4
i play games like space flight simulator,0
i am smart,4
i am a boy,4
i like golf,3
i like golf,3
i am a ronilson lover,4
i went to cape verde on [date],4
i am the middle child,4
i am the middle child,4
i love to play games,0
i love to play games,0
my favorite actor is garrett hedlund and pedro pascal,4
i like my phone,0
i like my phone,0
my favorite show is greys anatomy,4
"i like the soccer team, real marid",0
my favorite color is blue,4
l'm 5'4,4
i like having vacations,0
i like bike riding,0
i like bike riding,0
i dont like homework,0
i dont like homework,0
i like english class,0
i like english class,0
i want be a nfl player,4
8th grade student,2
8th grade student,2
8th grade student,2
i like colors,3
"i like food, but certain kinds.",0
i like playing outside,0
i love shoes,0
"i am a chick-fla-a lover, and mcdonalds lover",4
i like to collect new things.,0
i like to collect new things.,0
i am smart,4
i like light pink.,0
i am a person who likes food.,1
i am a person who likes food.,1
sister,4
sister,4
i love my parents,0
i love my parents,0
i only speak english,4
i only speak english,4
i love eating.,0
i love eating.,0
i am a person who has a crush on someone.,1
i am a person who has a crush on someone.,1
i like the summer,0
i have a dog,4
im black,4
i am a math hater,4
i am a math hater,4
i am in art club.,4
i am someone that loves my dad,4
i have black hair,4
im funny,4
i like to swim,0
i like to swim,0
i like motorcycles,3
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
i wear jordans,4
i work in comstrution with my father,4
i work in comstrution with my father,4
i am a person that wants to do cosmetology,1
i am a person that wants to do cosmetology,1
i have curly hair,4
sleep is my best friend.,4
i am a person who runs fast,1
chill,4
i like taking brakes,0
i like taking brakes,0
i like to hang out with my family,0
i like to hang out with my family,0
i love how the valentino perfume smells like .,0
i am haitian =),4
i am dominican,4
i eat food,4
i am a bestfriend.,4
i'm bilingual,4
i'm bilingual,4
i am the youngest child of my family,4
i am the youngest child of my family,4
i like gaming setup's,0
i like gaming setup's,0
i play soccer,4
a sophisticated person,1
a sophisticated person,1
fornite is my favorite game,4
fornite is my favorite game,4
i am a person who has a birthday twim,1
my favorite food is tacos.,4
"i am asian, cape virden, mexican, irish, light-skin, scottish, polish, indian, portuguese",4
i'm black.,4
i am black,4
human,4
im 14 years old,4
i don't when people yell at me,4
i am adaptable,4
i like my toys,3
i like to go out and hang out,0
i like to go out and hang out,0
i like strawberry cake,3
i am someone is born in september,4
a emotional person,1
a emotional person,1
[[first last name]],4
i am a 4 year basketball player,4
i like money,0
i am someone who likes to sleepover at my cousins house,4
i am someone who likes to sleepover at my cousins house,4
i am someone who likes to sleepover at my cousins house,4
i'm 11 years old,4
im in to track,4
im in to track,4
i and cape verde,4
i am a person who likes dogs,1
i am a person who likes dogs,1
i am [first name] a professional sibling,4
i am [first name] a professional sibling,4
i like eating cape verdean food,0
i like to have fun,0
i like to have fun,0
a 3d modeler,4
i love sza.,0
my pronouns are.  male,4
black,4
i am a girl,0
i like to ride my bike,0
i like to ride my bike,0
i like running,0
i like running,0
i like drama,0
i am a striaght a student,2
i am a striaght a student,2
i'm confident.,4
i am 12 years old,4
someone who can be forgetful,4
i like to hang out with my friends,0
i like to hang out with my friends,0
i like to hang out with my friends,0
i am a [school name mascot],4
i am a girl who loves the color black and grey and white,4
i am a girl who loves the color black and grey and white,4
i am a person who eats alot,1
i am a person who eats alot,1
i am a person who likes to eat.,1
i am a person who likes to eat.,1
i am a person who likes to eat.,1
i am a smart purson,4
i am a smart purson,4
i sit next [first name],4
i have 2 dogs,4
my favorite colors are red and black.,4
i love tiktok,0
i love tiktok,0
i am cool :>,4
i am a person that likes to sleep at my friends,1
i am a person that likes to sleep at my friends,1
i am a person that likes to sleep at my friends,1
i am a person that likes to sleep at my friends,1
i can whistle,4
i learned how to cook at the age of 8-9,4
i loved to sleep,4
i loved to sleep,4
i like using calculators for math,0
i like using calculators for math,0
i am a boy,4
i am the oldest sibling,4
i like to listen to music,0
i am black,4
i get good grades,4
i get good grades,4
i get good grades,4
i am someone who will call you every day,4
i love haitian food .,0
i am [first name].,4
i like to play soccer,0
i like to play soccer,0
im a athelte,4
i am a boy,4
a student.,2
i am someone who likes parties.,4
i am someone who likes parties.,4
i love my family,0
i love my family,0
im a honors student,2
im a honors student,2
i am a cook,4
i like going to stores,0
i like going to stores,0
i like to study,0
i like to study,0
i am [first name] a reader,4
i am [first name] a reader,4
[letter of name],4
i like tropical places,0
a great defender in soccer,4
i'm 11 years old,4
i like the school activities,0
i like the school activities,0
i like to play basketball.,0
i like to play basketball.,0
im a students,4
i am a female,4
force to go to school but born to a water bender,4
im kind,4
i am trustworthy,4
my favorite subject is math,4
my favorite subject is math,4
my favorite subject is math,4
im an english speaker,4
im an english speaker,4
i have a black backpack,4
im in sixth grade,4
im in sixth grade,4
im in sixth grade,4
my fav teacher is my science teacher,4
my fav teacher is my science teacher,4
bye,4
i am trustworthy,4
i am quite,4
i am [first name].,4
im in honors math,4
im in honors math,4
13 turn 14,4
my favorite subject is math,4
my favorite subject is math,4
my favorite subject is math,4
i speak a little spanish.,4
i play volleyball,4
i am respectfull,4
i love swimming.,0
i love swimming.,0
i am someone who likes slushies.,4
i am 11,4
i am [last name] .,4
i am the last born out of my brothers,4
i like football,0
i like football,0
i like having fun,0
i like hatian foods,0
i like watching youtube,0
i like watching youtube,0
im [first name],4
i am someone who is respectful,4
i am 13 almost 14,4
a happy person generally,1
a happy person generally,1
i have a ps5,4
i like the consulse  at my school,0
i like the consulse  at my school,0
i like to sing,0
i like to sing,0
i love spicy food.,0
i want a dog so bad.,4
i'm a shoe lover,4
i like playing video game,0
i like playing video game,0
my favorite color is pink,4
a twin,4
i like my me,3
i like my me,3
yes my parent have a car,4
a student,2
i like icecream,3
i like to walk home with friends,0
i like to walk home with friends,0
im a nice person,1
im a nice person,1
i am good,4
i am a soccer player,4
love gym,0
love gym,0
i'm opened mined,4
my favorite color is purple,4
i like school,0
i like school,0
i like school,0
i like r&b music,0
i am who i am,4
i am a [city] citizen,4
i am a cat person,1
i am a cat person,1
i like to laugh,0
i like to laugh,0
i am haitian.,4
in drama club,4
i am a night person,1
i have glasses,4
i like playing sports,0
i like playing sports,0
i like to sleep,0
i like to sleep,0
go to [school name],0
i hate school.,4
i hate school.,4
i speak english,4
i speak english,4
i have 5 pets,4
i don't play sports much,4
i am hmong,4
i'm pretty,4
i'm highly educated about the world and the way it is,4
spanish student,2
spanish student,2
i am nice,4
i am a hardworking student.,2
i am a hardworking student.,2
cooker,4
a good student,2
i like movies aswell,0
i like movies aswell,0
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i like to ride my bike,0
i like to ride my bike,0
jordan poole fan,4
i like to paint,0
i like to paint,0
i love pets,0
[first last name],4
i am a 11 year old girl,4
i am a 11 year old girl,4
i'm a science lover.,4
i'm a science lover.,4
i am beautiful,4
"i like to recycle, reuse and reduce",3
i like spring and summer,0
i'm drippy,4
im in 6th grade,4
im in 6th grade,4
i dont like the people at my school,0
